Type,Content,LengthContent,Has-Link,IsSpam
sms,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,92,0,1
sms,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,104,0,1
sms,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,214,0,1
sms,great l subscribe﻿,18,0,1
sms,Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,52,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,3m subscribers but look at the views its 700 million wtf :P﻿,60,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out my YouTube channel I can rap﻿,39,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this video on YouTu﻿,30,0,1
sms,"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",111,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,everyday i&#39;m subscribe﻿,27,0,1
sms,man check out the raps on my channel im better rapper than these nigger fools﻿,78,0,1
sms,go check out our video﻿,23,0,1
sms,😼👍😏 Like This Comment 😏👍😼﻿,26,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Subscribe﻿,10,0,1
sms,Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,143,0,1
sms,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",412,1,1
sms,Check out my music niggas﻿,26,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,81,0,1
sms,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,62,0,1
sms,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,158,0,1
sms,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,78,0,1
sms,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",216,0,1
sms,"Check out: My Hood Doh, by Flixter Nossnevs﻿",44,0,1
sms,Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,62,0,1
sms,"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",137,0,1
sms,Subscribe to my channel !﻿,26,0,1
sms,"hi guys please check out my vids , i will promos to subscribe to you to﻿",72,0,1
sms,Hey plz check out my music video. Thanks!! :-)﻿,47,0,1
sms,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,77,0,1
sms,Good video﻿,11,0,0
sms,very good song:)﻿,17,0,0
sms,every bady yust have a good time﻿,33,0,0
sms, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,170,0,0
sms,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,103,0,0
sms,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,202,0,0
sms,The best song ever!﻿,20,0,0
sms,The best song ever!﻿,20,0,0
sms,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",181,1,1
sms,Love your song makes me happy﻿,30,0,0
sms,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,40,0,0
sms,awesome﻿,8,0,0
sms,I learned the shuffle because of them﻿,38,0,0
sms,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,52,0,0
sms,watch this with sound off!﻿,27,0,0
sms,Looooooooove this song!!!!!!!!!:))))))﻿,39,0,0
sms,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,82,0,1
sms,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,82,0,1
sms,EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,69,0,1
sms,Like this comment for no reason﻿,32,0,1
sms,love this song﻿,15,0,0
sms,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,216,0,1
sms,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,48,0,1
sms,NICE :3﻿,8,0,0
sms,+447935454150 lovely girl talk to me xxx﻿,41,0,1
sms,I always end up coming back to this song<br />﻿,47,0,0
sms,"my sister just received over 6,500 new <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23active"">#active</a> youtube views Right now. The only thing she used was pimpmyviews. com﻿",201,1,1
sms,Cool﻿,5,0,0
sms,Hello I&#39;am from Palastine﻿,30,0,1
sms,Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿,78,0,0
sms,Go check out my rapping video called Four Wheels please ❤️﻿,59,0,1
sms,Almost 1 billion﻿,17,0,0
sms,Aslamu Lykum... From Pakistan﻿,30,0,1
sms,Eminem is idol for very people in España and Mexico or Latinoamerica﻿,69,0,0
sms,Help me get 50 subs please ﻿,28,0,1
sms,i love song :)﻿,15,0,0
sms,"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.﻿",221,0,1
sms,The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿,181,0,0
sms,The boyfriend was Charlie from the TV show LOST ﻿,49,0,0
sms,"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>﻿",112,1,1
sms,Take a look at this video on YouTube:﻿,38,0,1
sms,Check out our Channel for nice Beats!!﻿,39,0,1
sms,Rihanna and Eminem together are unstoppable.﻿,45,0,0
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿,116,0,0
sms,like please﻿,12,0,1
sms,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",86,0,0
sms,OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,127,0,0
sms,"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!✌️😊 <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>﻿",168,1,1
sms,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,117,0,1
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,200,0,1
sms,"You exactly who u want to be,watching your favourite rappers on tv﻿",67,0,0
sms,Rihanna is absolutely gorgeous in this video.﻿,46,0,0
sms,Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ﻿,250,0,1
sms,"Don&#39;t love someone soo much, love the way u lie..﻿",54,0,0
sms,one of the BEST SONGS in music history﻿,39,0,0
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,No-I hate The Way U LIe!!﻿,26,0,0
sms,Fuck Eminem. Bieber is the best &lt;3﻿,38,0,0
sms,Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,51,0,1
sms,Check out this playlist on YouTube: ﻿,37,0,1
sms,Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e﻿,236,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this video on YouTube<br /><br /><br />﻿,50,0,1
sms,CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!﻿,48,0,1
sms,Check out this playlist on YouTube:﻿,36,0,1
sms,I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.﻿,245,0,1
sms,Love😘❤💖﻿,8,0,0
sms,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",148,0,0
sms,plese subscribe to me﻿,22,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",228,0,1
sms,this is the 2nd most best song when im gone by m&amp;m﻿,55,0,0
sms,Check out this video on YouTube:﻿,33,0,1
sms,"WE GO FOR 1,000,000,000 FOR EMINEM﻿",35,0,0
sms,Eminem and Rihanna sing the song very well.﻿,44,0,0
sms,Subscribe me Secret videos :D﻿,30,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,Check out this video on YouTube:but I&#39;m not Rhinnah﻿,56,0,1
sms,Subscribe to me for clean Eminem!,33,0,1
sms," Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ",460,0,1
sms,LOVE THE WAY YOU LIE ..&quot;﻿,30,0,0
sms,Check out this video on YouTube:﻿,33,0,1
sms,This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,78,0,1
sms,Check out our cover of this song!,33,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,goot﻿,5,0,0
sms,2015 but Im still listening to this!﻿,37,0,0
sms,"How is this the most watched Eminem video, it beats not afraid? ﻿",65,0,0
sms,Check out my channel for funny skits! Thanks!,45,0,1
sms,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,63,0,1
sms,please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,237,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",96,0,1
sms,CHECK OUT Eminem - Rap God LYRIC VIDEO,38,0,1
sms,Love this song﻿,15,0,0
sms,"Rihana, Love Me. :(﻿",20,0,0
sms,like this comment then type 1337,32,0,1
sms,Is that Charlie from lost?<br />﻿,33,0,0
sms,who the fuck cheats on megan fox﻿,33,0,0
sms,that is megan fox﻿,18,0,0
sms,I love music﻿,13,0,0
sms,like this comment then type 1337,32,0,1
sms,❤❤❤❤❤❤❤﻿,8,0,0
sms,"hot,hot﻿",8,0,0
sms,Check out this video on YouTube:﻿,33,0,1
sms,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",286,0,1
sms,this fucking song like a&#39;n oreo the only white part is the good 1﻿,70,0,0
sms,"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",333,0,0
sms,"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",241,0,1
sms,Check Out The New Hot Video By Dante B Called Riled Up,54,0,1
sms,Check Out The New Hot Video By Dante B Called Riled Up,54,0,1
sms,"Still listening,still same pleasure﻿",36,0,0
sms,▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,405,0,1
sms,I love you!❤✨﻿,14,0,0
sms,2010? The time past so fast ..﻿,31,0,0
sms,"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",466,0,1
sms,#2015 FUCK YEAH﻿,16,0,0
sms,eminem is a ginius stop!﻿,25,0,0
sms,The rap: cool     Rihanna: STTUUPID﻿,36,0,0
sms,Just gonna stand there and hear me cry ..﻿,42,0,0
sms,Love﻿,5,0,0
sms,Feels and emotions in this song...God damn﻿,43,0,0
sms,all u should go check out j rants vi about eminem,49,0,1
sms,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,70,0,0
sms,"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",418,1,1
sms,"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",502,0,1
sms,best song﻿,10,0,0
sms, subscribe to my feed,21,0,1
sms,"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",248,0,1
sms,Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :),81,0,1
sms,  Check out my SEXY VIDEO :*,28,0,1
sms,  Check out my SEXY VIDEO :*,28,0,1
sms,Is that Charlie from lost?﻿,27,0,0
sms,Anyone else notice that Megan Fox is in this video?﻿,52,0,0
sms,Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,97,0,1
sms,Check Out The New Hot Video By Dante B Called Riled Up,54,0,1
sms,Check Out The New Hot Video By Dante B Called Riled Up,54,0,1
sms,"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",498,0,1
sms,"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",117,0,1
sms,WATCH MY VIDEOS AND SUBSCRIBE,29,0,1
sms,:D subscribe to me for daily vines,34,0,1
sms,LOVE IT!!!!!!!﻿,15,0,0
sms,Hay dakota u earned a subscribee,32,0,1
sms,"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.",196,0,1
sms,Check Out The New Hot Video By Dante B Called Riled Up,54,0,1
sms,I hate rap and I like this song﻿,32,0,0
sms,Love the way you lie - Driveshaft﻿,34,0,0
sms,2010:(﻿,7,0,0
sms,"1,000,000 VIEWS NEAR﻿",21,0,0
sms,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",446,0,1
sms,this song is NICE﻿,18,0,0
sms,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",453,0,1
sms,Sick Music for sick females﻿,28,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",462,0,1
sms,LOVE TROP FORT VOTRE  clip﻿,27,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",438,0,1
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",447,0,1
sms,Eminem et Rihana trop belle chanson﻿,36,0,0
sms,this song is better then monster by eminem﻿,43,0,0
sms,He is good boy!!!<br />I am krean I like to eminem~!~﻿,54,0,0
sms,it is wonderful﻿,16,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",451,0,1
sms,Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,171,0,1
sms,watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,81,0,1
sms,Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,64,0,1
sms,awesome song ever﻿,18,0,0
sms,love﻿,5,0,0
sms,No long paragraph just check out my song called &quot;Fire&quot;.,65,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",166,1,1
sms,"do you guys know, there&#39;s a part two of this song! :D﻿",58,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",393,0,1
sms,"Hey, it&#39;s Charlie from Lost﻿",32,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",393,0,1
sms,Check out this video on YouTube:﻿,33,0,1
sms,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",116,0,0
sms,watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,84,0,1
sms,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",386,0,0
sms,5 years and i still dont get the music video help someone?﻿,59,0,0
sms,Please check out my New Song (Music Video) AD - Don&#39;t Play,62,0,1
sms,Tell us the title so i can like and subscribe your music fgw please,67,0,1
sms,This video is kinda close to 1 million  views <br />﻿,53,0,0
sms,Fuck you Eminem﻿,16,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",359,0,1
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?",368,0,1
sms,2008-2010 were the years for pop﻿,33,0,0
sms,sorry but eminmem is a worthless wife beating bastard﻿,54,0,0
sms,  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,207,0,1
sms,so spousal abusue cool that&#39;s great﻿,40,0,0
sms,she is megan fox?because she is very similar﻿,45,0,0
sms,"Holy crap. 800,000,000 views?!﻿",31,0,0
sms,eminem - RIHANNA﻿,17,0,0
sms,LOVE THIS SONG!!!﻿,18,0,0
sms,What nicei⛺♥♥♥♥﻿,16,0,0
sms,I like this song very much﻿,27,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",383,0,1
sms,I love it and my mom to﻿,24,0,0
sms,Who is watching in 2015 like﻿,29,0,0
sms,Please check out my New Song (MUSIC VIDEO) AD - Dont Play,57,0,1
sms,amazing song﻿,13,0,0
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",380,0,1
sms,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",340,0,1
sms,check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,66,0,1
sms,I like it﻿,10,0,0
sms,"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",125,0,1
sms,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",503,0,1
sms,"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem",507,0,1
sms,"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",91,0,0
sms,Eminem is my insperasen and fav﻿,32,0,0
sms,e.e....everyone could check out my channel.. dundundunnn,56,0,1
sms,"Every collaboration between them, we know it will be number 1 ﻿",63,0,0
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",369,0,1
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",373,0,1
sms,good music﻿,11,0,0
sms,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language.",369,0,1
sms,if you need youtube subscriber mail hermann buchmair on fb,58,0,1
sms,is it bad that my realtionship is just like this lol﻿,53,0,0
sms,This video deserves <b>1B</b> views!!!﻿,39,0,0
sms,2015 and more....﻿,18,0,0
sms,best song ever (y)﻿,19,0,0
sms,I could hear this for years ;3﻿,31,0,0
sms,Who is still watching in 2015﻿,30,0,0
